name,position,wins,games,total_games,winRate,pickRate,championId,championName,versionIndex,version,hp,hpperlevel,mp,mpperlevel,movespeed,armor,armorperlevel,spellblock,spellblockperlevel,attackrange,hpregen,hpregenperlevel,mpregen,mpregenperlevel,crit,critperlevel,attackdamage,attackdamageperlevel,attackspeedperlevel,attackspeed,hp_18,mp_18,armor_18,spellblock_18,hpregen_18,mpregen_18,crit_18,attackdamage_18,attackspeed_18
카시오페아,A,84,162,128720,0.518518519,0.001258546,69,Cassiopeia,11.23,11.23.409.111,560,90,350,60,328,18,3.5,32,0.5,550,5.5,0.5,8,0.8,0,0,53,3,1.5,0.647,2090,1370,77.5,40.5,14,21.6,0,104,0.812
미스 포츈,A,7280,14139,128720,0.514887899,0.10984307,21,MissFortune,11.23,11.23.409.111,570,93,300,35,325,28,3,30,0.5,550,3.75,0.65,8.04,0.65,0,0,52,2.7,3,0.656,2151,895,79,38.5,14.8,19.09,0,97.9,0.9906
세나,A,209,413,128720,0.506053269,0.003208515,235,Senna,11.23,11.23.409.111,520,75,350,45,330,28,3.5,30,0.5,600,3.5,0.55,11.5,0.4,0,0,50,0,4,0.625,1795,1115,87.5,38.5,12.85,18.3,0,50,1.05
야스오,A,1164,2313,128720,0.503242542,0.017969236,157,Yasuo,11.23,11.23.409.111,490,87,100,0,345,30,3.4,32,1.25,175,6.5,0.9,0,0,0,0,60,3,3.5,0.697,1969,100,87.8,53.25,21.8,0,0,111,1.1117
애쉬,A,3467,6906,128720,0.502027223,0.053651336,22,Ashe,11.23,11.23.409.111,570,87,280,32,325,26,3.4,30,0.5,600,3.5,0.55,6.97,0.4,0,0,59,2.96,3.33,0.658,2049,824,83.8,38.5,12.85,13.77,0,109.32,1.0305
드레이븐,A,524,1044,128720,0.501915709,0.008110628,119,Draven,11.23,11.23.409.111,605,90,360.56,39,330,29,3.3,30,0.5,550,3.75,0.7,8.04,0.65,0,0,60,3.61,2.7,0.679,2135,1023.56,85.1,38.5,15.65,19.09,0,121.37,0.9907
진,A,5419,10800,128720,0.501759259,0.083903045,202,Jhin,11.23,11.23.409.111,585,93,300,50,330,24,3.5,30,0.5,550,3.75,0.55,6,0.8,0,0,59,4.7,0,0.625,2166,1150,83.5,38.5,13.1,19.6,0,138.9,0.625
자야,A,1828,3644,128720,0.501646542,0.028309509,498,Xayah,11.23,11.23.409.111,590,88,340,40,330,25,3,30,0.5,525,3.25,0.75,8.25,0.75,0,0,60,3.5,3.9,0.625,2086,1020,76,38.5,16,21,0,119.5,1.0394
사미라,A,3679,7338,128720,0.501362769,0.057007458,360,Samira,11.23,11.23.409.111,530,88,348.88,38,335,26,3,30,0.5,500,3.25,0.55,8.18,0.7,0,0,57,3,3.3,0.658,2026,994.88,77,38.5,12.6,20.08,0,108,1.0271
벡스,A,46,92,128720,0.5,0.00071473,711,Vex,11.23,11.23.409.111,520,90,490,32,335,23,3.25,28,0.5,550,6.5,0.6,6,0.8,0,0,54,2.75,1,0.669,2050,1034,78.25,36.5,16.7,19.6,0,100.75,0.7827
트리스타나,A,1790,3584,128720,0.499441964,0.027843381,18,Tristana,11.23,11.23.409.111,559,88,250,32,325,26,3,30,0.5,525,3.75,0.65,7.2,0.45,0,0,59,3.3,1.5,0.656,2055,794,77,38.5,14.8,14.85,0,115.1,0.8233
징크스,A,4182,8381,128720,0.498985801,0.065110317,222,Jinx,11.23,11.23.409.111,610,86,245,45,325,26,3.5,30,0.5,525,3.75,0.5,6.7,1,0,0,57,3.4,1,0.625,2072,1010,85.5,38.5,12.25,23.7,0,114.8,0.7312
트위치,A,589,1196,128720,0.492474916,0.009291485,29,Twitch,11.23,11.23.409.111,612,86,287.2,40,330,27,3,30,0.5,550,3.75,0.6,7.26,0.45,0,0,59,3.11,3.38,0.679,2074,967.2,78,38.5,13.95,14.91,0,111.87,1.0692
하이머딩거,A,98,199,128720,0.492462312,0.001545991,74,Heimerdinger,11.23,11.23.409.111,488,87,385,20,340,19,3,30,0.5,550,7,0.55,8,0.8,0,0,56,2.7,1.36,0.625,1967,725,70,38.5,16.35,21.6,0,101.9,0.7695
럭스,A,169,345,128720,0.489855072,0.002680236,99,Lux,11.23,11.23.409.111,490,85,480,23.5,330,19,4,30,0.5,550,5.5,0.55,8,0.8,0,0,54,3.3,2,0.669,1935,879.5,87,38.5,14.85,21.6,0,110.1,0.8965
코그모,A,340,696,128720,0.488505747,0.005407085,96,KogMaw,11.23,11.23.409.111,565,85,325,40,330,24,3.25,30,0.5,500,3.75,0.55,8.75,0.7,0,0,61,3.11,2.65,0.665,2010,1005,79.25,38.5,13.1,20.65,0,113.87,0.9646
카이사,A,3637,7461,128720,0.487468168,0.057963021,145,Kaisa,11.23,11.23.409.111,600,88,344.88,38,335,28,3,30,0.5,525,3.5,0.55,8.2,0.45,0,0,59,2,1.8,0.644,2096,990.88,79,38.5,12.85,15.85,0,93,0.8411
케이틀린,A,6156,12647,128720,0.486755752,0.09825202,51,Caitlyn,11.23,11.23.409.111,510,93,315,35,325,28,3.5,30,0.5,650,3.5,0.55,7.4,0.55,0,0,62,3.8,4,0.681,2091,910,87.5,38.5,12.85,16.75,0,126.6,1.1441
킨드레드,A,100,206,128720,0.485436893,0.001600373,203,Kindred,11.23,11.23.409.111,540,85,300,35,325,29,3.5,30,0.5,500,7,0.55,7,0.4,0,0,65,2.5,3.5,0.625,1985,895,88.5,38.5,16.35,13.8,0,107.5,0.9969
이즈리얼,A,8343,17293,128720,0.482449546,0.134345867,81,Ezreal,11.23,11.23.409.111,530,88,375,70,325,24,3.5,30,0.5,550,4,0.65,8.5,0.65,0,0,60,2.5,2.5,0.625,2026,1565,83.5,38.5,15.05,19.55,0,102.5,0.8906
이렐리아,A,110,230,128720,0.47826087,0.001786824,39,Irelia,11.23,11.23.409.111,520,110,350,50,335,36,3,28,1.25,200,8.5,0.85,8,0.8,0,0,65,4,2.5,0.656,2390,1200,87,49.25,22.95,21.6,0,133,0.9348
아크샨,A,105,220,128720,0.477272727,0.001709136,166,Akshan,11.23,11.23.409.111,560,90,350,40,330,26,3,30,0.5,500,3.75,0.65,8.175,0.7,0,0,52,3.5,4,0.638,2090,1030,77,38.5,14.8,20.075,0,111.5,1.0718
루시안,A,3489,7315,128720,0.47696514,0.056828776,236,Lucian,11.23,11.23.409.111,571,86,348.88,38,335,28,3,30,0.5,500,3.75,0.65,8.18,0.7,0,0,62,2.3,3.3,0.638,2033,994.88,79,38.5,14.8,20.08,0,101.1,0.9959
칼리스타,A,704,1476,128720,0.47696477,0.01146675,429,Kalista,11.23,11.23.409.111,534,100,250,45,325,21,4,30,0.5,525,3.75,0.55,6.3,0.4,0,0,69,3.5,4,0.694,2234,1015,89,38.5,13.1,13.1,0,128.5,1.1659
카타리나,A,30,63,128720,0.476190476,0.000489434,55,Katarina,11.23,11.23.409.111,602,94,0,0,335,28,3.5,32,1.25,125,7.5,0.7,0,0,0,0,58,3.2,2.74,0.658,2200,0,87.5,53.25,19.4,0,0,112.4,0.9645
아펠리오스,A,1703,3585,128720,0.475034868,0.02785115,523,Aphelios,11.23,11.23.409.111,530,88,348,42,325,28,3,30,0.5,550,3.25,0.55,6.5,0.4,0,0,55,3,2.1,0.64,2026,1062,79,38.5,12.6,13.3,0,106,0.8685
그레이브즈,A,54,114,128720,0.473684211,0.000885643,104,Graves,11.23,11.23.409.111,555,92,325,40,340,33,3.4,32,1.25,425,8,0.7,8,0.7,0,0,68,4,2.6,0.475,2119,1005,90.8,53.25,19.9,19.9,0,136,0.6849
모르가나,A,27,57,128720,0.473684211,0.000442822,25,Morgana,11.23,11.23.409.111,560,90,340,60,335,25,3.8,30,0.5,450,5.5,0.4,11,0.4,0,0,56,3.5,1.53,0.625,2090,1360,89.6,38.5,12.3,17.8,0,115.5,0.7876
요네,A,183,389,128720,0.470437018,0.003022063,777,Yone,11.23,11.23.409.111,550,85,500,0,345,28,3.4,32,1.25,175,7.5,0.75,0,0,0,0,60,2,3.5,0.625,1995,500,85.8,53.25,20.25,0,0,94,0.9969
신드라,A,49,105,128720,0.466666667,0.000815724,134,Syndra,11.23,11.23.409.111,523,90,480,40,330,25,3.4,30,0.5,550,6.5,0.6,8,0.8,0,0,54,2.9,2,0.625,2053,1160,82.8,38.5,16.7,21.6,0,103.3,0.8375
바루스,A,703,1508,128720,0.466180371,0.011715351,110,Varus,11.23,11.23.409.111,530,91,360,40,330,27,3.4,30,0.5,575,3.5,0.55,8,0.8,0,0,59,3.4,4,0.658,2077,1040,84.8,38.5,12.85,21.6,0,116.8,1.1054
제드,A,52,112,128720,0.464285714,0.000870106,238,Zed,11.23,11.23.409.111,584,85,200,0,345,32,3.5,32,1.25,125,7,0.65,50,0,0,0,63,3.4,3.3,0.651,2029,200,91.5,53.25,18.05,50,0,120.8,1.0162
코르키,A,32,69,128720,0.463768116,0.000536047,42,Corki,11.23,11.23.409.111,518,87,350,54,325,28,3.5,30,0.5,550,5.5,0.55,7.42,0.55,0,0,55,2.5,2.3,0.638,1997,1268,87.5,38.5,14.85,16.77,0,97.5,0.8875
브랜드,A,44,95,128720,0.463157895,0.000738036,63,Brand,11.23,11.23.409.111,520,88,469,21,340,22,3.5,30,0.5,550,5.5,0.55,10.67,0.6,0,0,57,3,1.36,0.625,2016,826,81.5,38.5,14.85,20.87,0,108,0.7695
베이가,A,78,169,128720,0.461538462,0.001312927,45,Veigar,11.23,11.23.409.111,505,94,490,26,340,23,3.75,32,0.5,550,6.5,0.6,8,0.8,0,0,52,2.7,2.24,0.625,2103,932,86.75,40.5,16.7,21.6,0,97.9,0.863
트위스티드 페이트,A,48,104,128720,0.461538462,0.000807955,4,TwistedFate,11.23,11.23.409.111,534,94,333,39,330,21,3.15,30,0.5,525,5.5,0.6,8,0.8,0,0,52,3.3,3.22,0.651,2132,996,74.55,38.5,15.7,21.6,0,108.1,1.0074
아칼리,A,31,72,128720,0.430555556,0.000559354,84,Akali,11.23,11.23.409.111,500,105,200,0,345,23,3.5,37,1.25,125,9,0.9,50,0,0,0,62,3.3,3.2,0.625,2285,200,82.5,58.25,24.3,50,0,118.1,0.965
세트,A,32,76,128720,0.421052632,0.000590429,875,Sett,11.23,11.23.409.111,600,93,0,0,340,33,4,32,1.25,125,7,0.5,0,0,0,0,60,4,1.75,0.625,2181,0,101,53.25,15.5,0,0,128,0.8109
제이스,A,63,151,128720,0.417218543,0.001173089,126,Jayce,11.23,11.23.409.111,560,90,375,45,335,27,3.5,30,0.5,125,6,0.6,6,0.8,0,0,54,4.25,3,0.658,2090,1140,86.5,38.5,16.2,19.6,0,126.25,0.9936
니코,A,22,53,128720,0.41509434,0.000411746,518,Neeko,11.23,11.23.409.111,540,90,450,30,340,21,4,30,0.5,550,7.5,0.75,7,0.7,0,0,48,2.5,3.5,0.625,2070,960,89,38.5,20.25,18.9,0,90.5,0.9969
마스터 이,A,29,72,128720,0.402777778,0.000559354,11,MasterYi,11.23,11.23.409.111,599,92,251,42,355,33,3,32,1.25,125,7.5,0.65,7.26,0.45,0,0,66,3,2,0.679,2163,965,84,53.25,18.55,14.91,0,117,0.9099
퀸,A,21,54,128720,0.388888889,0.000419515,133,Quinn,11.23,11.23.409.111,533,85,269,35,335,28,3.5,30,0.5,525,5.5,0.55,6.97,0.4,0,0,59,2.4,3.1,0.668,1978,864,87.5,38.5,14.85,13.77,0,99.8,1.02
사일러스,A,40,104,128720,0.384615385,0.000807955,517,Sylas,11.23,11.23.409.111,525,115,310,70,340,27,4,32,1.75,175,9,0.9,8,0.8,0,0,61,3,3.5,0.645,2480,1500,95,61.75,24.3,21.6,0,112,1.0288
다리우스,A,21,55,128720,0.381818182,0.000427284,122,Darius,11.23,11.23.409.111,582,100,263,57.5,340,39,4,32,1.25,175,10,0.95,6.6,0.35,0,0,64,5,1,0.625,2282,1240.5,107,53.25,26.15,12.55,0,149,0.7312
라이즈,A,22,73,128720,0.301369863,0.000567122,13,Ryze,11.23,11.23.409.111,575,110,300,70,340,22,3,36,0.5,550,8,0.8,8,1,0,0,58,3,2.112,0.625,2445,1490,73,44.5,21.6,25,0,109,0.8494
